Unnamed: 0,口コミ,投稿日
1592,先日はお世話になりました。お部屋は清掃が行き届いており、綺麗でした。隣接の温泉が色々な施設があり、楽しめました。,2010/1/18
1593,広い6人部屋を2人で使わせてもらいました。ゆったりとしたきれいなお部屋のお陰でとてもくつろげました。お風呂はホテル内のも日帰り温泉のも利用でき、最高でした！食事は夕食、朝食共に和食。品数豊富でとても美味しくいただきました。スタッフの方のサービスのよさが特に光っていました！また箱根にいくとしたら絶対にまたここにします。,2010/1/17
1594,「旅館」と思って予約したところ部屋はタバコ臭く夕食は、肉は臭くどれも冷めていました。朝食は温かい物があったので助かりました。全体的に、少しがっかり感否めません。,2010/1/15
1595,男性8人での宿泊でしたが、部屋の広さは十分でした。修学旅行みたいで楽しかったです。,2010/1/12
1596,お風呂は種類が豊富でゆっくりと入ることができました。直前の人数変更にも応じてくれて非常に助かりました。大人数で泊まるには非常にお勧めです。,2010/1/12
1597,お部屋も綺麗だしお風呂もイロイロな種類に入れてよかったです。本館（？）の風呂に行くまでと来る時に重たいキャリーを持って移動するのに結構な距離で足の悪い母は連れてこれなさそうで残念です。,2010/1/10
1598,前日に予約し、和室に宿泊しました。お部屋は、畳も新しく綺麗でしたが、布団敷きはセルフでした。お食事は普通です。お風呂は建物内には無く、別棟の２ヶ所を利用できました。近いので、特に問題無いと思います。部屋に宿の方の出入りが無いので、ゆっくり出来ました。,2010/1/10
1599,今回忘年会でつかわせてもらいましたが、料金と内容とのバランスが良くとれていると思いました。…と言うのは、過剰なサービスをされて、余りにも不自由なのも辛いしその又逆もしかり！ 料理も夕朝共に美味しく量も程よかった。特に朝のお粥は優しい味で有りがたかった。,2010/1/9
1600,食事などはこの金額であればこんなものか、と言う感じでしたが、上の階、隣の部屋の歩く物音、襖を締める音、子供の騒ぐ声が夜遅くまでうるさく、寝付かれないほどでした。お風呂は別棟にあり外にでて移動ですので寒い時はこたえます。,2010/1/6
1601,宿の地図はわかるのですが道順が車で初めての人にはちょっとわかりにくい事を除けば、風呂も食事も部屋も満点です！年末の29日にこの値段で泊まれるなら、又別のメンバーを誘って泊まりたい！,2010/1/4
1602,父母へのプレゼント旅行で、3世代6人で泊まりました。10畳と6畳の振り分けになっており、交流とプライバシーを適度に使い分けられる最高の部屋でした。食事のメニューは、確かに修学旅行を彷彿させるものがあり、豪華とはいえませんが、味、量ともそれなりに満足です。子連れや若い世代にとっては、いい宿だと思います。湯の里と本館のお風呂の両方が楽しめるのもポイントです。,2010/1/1
1603,年末でもリーズナブルに宿泊する事ができました。お風呂も充実して、部屋も清潔で満足です。夕食献立が全体的に冷たいものばかりがちょっぴり残念でした。,2009/12/31
1604,年末、少しでも疲れを癒そうと思い、リーズナブルな料金で泊まれるこちらを利用させていただきました。お部屋は、豪華さはないけど必要なものはそろっているし、畳も新しくて清潔です。掃除がしっかり行き届いています。食事は、朝晩ともに普通です。値段から考えたら十分だと思います。お風呂は、この宿じたいには温泉はなく、隣接する温泉施設とホテルおかだ内の温泉浴場の２施設の温泉を追加料金なしで利用することができます。温泉を利用するためには一度外へ出る必要がありますが、両施設ともすぐ隣なので、真冬でしたが我慢できる寒さです。豪華温泉旅行ということではなく、気軽に、リーズナブルに、でも快適に過ごしたい方にはお勧め。私も是非また利用したいです。ありがとうございました。,2009/12/30
