口コミ,投稿日,preprocessed_text
今回は半年記念に箱根旅行をしようという話になりお世話になりました。初めての宿泊で分からないことが多い中、優しくわかりやすい接客で色々教えて頂きました！姫沙羅というお部屋に宿泊させて頂きましたが、お部屋の清潔感がすごくよく居心地が最高でした！大浴場も時間によっては貸切で使うことが出来ます！夕食、朝食に関しては腰を抜かすかと思う程充実しています。感動的な時間でこのままずっとここにいたい！と心から思う旅館でした。,2023-05-29,半年 記念 箱根 話 宿泊 接客 姫 沙羅 宿泊 清潔 感 居心地 最高 浴場 時間 貸切 夕食 朝食 腰 程 充実 感動 的 時間 まま 旅館
母と1泊させて頂きお湯の質、最高でした。母も大変喜んでました(*^^*)フロントの方の接客も良かったです。また近いうちに予約します。,2023-05-24,母 泊 お湯 質 最高 母 大変 (*^^*) フロント 接客 うち 予約
箱根湯本駅から連絡バス，もしくは散歩兼ねて歩いて行ける範囲でしたのでいい場所でした。部屋も和洋部屋で広く，半露天風呂もあり、大浴場も良かったです。朝食も種類が多くて良かったです。ただ和室の部分にテーブルがなく不便でした。小さめでいいのでテーブルはあれば便利だと思います。,2023-08-09,"箱根湯本 駅 連絡 バス , 散歩 範囲 場所 和洋 , 浴場 朝食 種類 和室 部分 テーブル 不便 小さめ テーブル 便利"
早めのチェックインにも快くとても丁寧でスムーズなご対応をいただきました！部屋からの景色は断念したプランでしたが、川側と絶景のお部屋にご案内いただきました！温泉も良く、清潔で大変満足です！,2023-08-05,早め チェックイン 丁寧 スムーズ 景色 断念 プラン 川 側 絶景 案内 清潔 大変 満足
初めての箱根旅行で泊まりました。落ち着いた空間でお部屋も綺麗、ご飯も美味しくてとても満足しました。,2023-07-12,箱根 空間 綺麗 ご飯 満足
旦那と2人で1泊2日で利用しました。1部お部屋が汚いと口コミにあったから心配になっていましたが、お部屋は綺麗でとても快適に過ごせました。ただ夕食の際に配膳されていたお姉さんがいきなり「ご夫婦ですか？旦那さん、私の彼氏に似ていてびっくりしました。え？なんでここにいるの？って思わず焦りました。」と声をかけられ、こちらは夫婦で喋っていたところに入ってこられ、しかもそのスタッフさんの彼氏さんに似ているのか知らないですが…少し嫌な気持ちになりました…。スタッフさんとしてはコミュニケーションのつもりで話しかけてくれたのは重々わかりますし、私が気にしすぎなのもわかります。ただ夫婦で食事中楽しんでるところにわざわざ入ってくるのはやめていただきたかったです。。。,2023-06-19,旦那 人 泊 日 部 お部屋 口コミ 心配 綺麗 快適 夕食 際 配膳 姉さん 夫婦 ? 旦那 私 彼氏 びっくり ? ? 声 夫婦 彼氏 嫌 気持ち コミュニケーション つもり 重々 私 気 すぎ 夫婦 食事
家族旅行で芦ノ湖付近の観光へ６名で行きました。箱根湯本の宿の料金は高めですが、ここはそれ相応の価格でしたので伺いました。駐車場もわかりやすく係りの方がすぐ出てきてくれて好印象でした。宿自体は古いようですがリフォームされているようで古さは感じませんでした,2023-05-31,家族 芦ノ湖 付近 観光 名 箱根湯本 宿 料金 高め 相応 価格 駐車 場 係り 印象 宿 自体 リフォーム
仕事後の遅めのチェックインでしたが、大浴場が深夜2時までだったので時間を気にせずゆっくり入浴できました。,2023-05-08,仕事 後 め チェックイン 浴場 深夜 時間 気 入浴
家族旅行和洋室利用しました。部屋がキレイで居心地がよかったです。食事もよく快適に過ごしていました！,2023-05-05,家族 和洋 室 キレイ 居心地 食事 快適
バリアフリーのプランを利用しました。母が、高齢で足が不自由なため、大浴場へは、行かれませんでしたが、お部屋に温泉が引かれているので、お部屋のお風呂で十分温泉を満喫することができました。夕食も高齢者が食べやすいものが多く、母もたくさん食事ができて良かったです。1点気になったのは、バリアフリーのお部屋のトイレに手すりが1か所しかなくやや不安でした。一応立つことはできるので問題なかったのですが。それ以外は、問題なくとてもゆっくりできました。また、近いうちに行きたいと考えています。,2023-04-23,バリアフリー プラン 母 高齢 足 不自由 浴場 十分 満喫 夕食 高齢 者 母 たくさん 食事 点 気 バリアフリー トイレ 手すり か所 不安 問題 以外 問題 うち
初めて利用！スタッフの対応も良く部屋は半露天風呂付きタイプで広く清潔感があり満足、食事もよく考えられていて一品毎のクォリティが高く納得でした。間違いなくリピートします！,2023-04-10,付き タイプ 清潔 感 満足 食事 一品 毎 クォリティ 納得 間違い リピート
写真からイメージした部屋と実際の部屋があまりにも違い過ぎた。写真の撮り方がお上手ですね。半露天風呂付き川沿い和室に家族3人で利用しました。まず半露天風呂と言うにはちょっと残念過ぎるお風呂でした。和室に障子の写真が掲載されていましたが、そこにすぐ露天風呂があるのではなく、狭い洗面があり、シルバーの昔ながらの扉がついた先に、とても狭い洗い場付きのお風呂があります。隙間が空いてる木の浴槽の内風呂と言った感じです。部屋に内風呂はないので、部屋風呂だけで済ますには、かなり狭い場所で、浴槽に泡や汚れが入らないように気をつかいながら洗わなければならず、ガッカリでした。浴槽もお湯を溜める前、角や隅の黒ずみ汚れがひどく、擦ると黒い物が流れていきました。窓から見える景色は、対岸にホテルがある枯れ草だらけの川です。お掃除があまりにも不行き届きで、露天風呂に行く気も失せました。部屋も湿気臭い感じでした。トイレの場所も、部屋の入口を入ってすぐの靴脱ぎ場の一画にあり、いちいちスリッパを2回履き替えてトイレに行くのは面倒でした。部屋には、温泉まんじゅうが用意してありましたが、信じられない位パサパサでした。スタッフの方は、何かをしながら接客をする事が多く、丁寧な印象は受けませんでした。ロビーのライブラリーも、内容、数共に期待以下でした。売店は、簡単なお土産がある程度。アイスなどは、5階の休憩スペース自販機で買えます。朝食をいただきましたが、種類はそれ程多くはないけれど、バランス良く揃っていて味も美味しかったです。朝食以外は、残念ですが満足できませんでした。私はもう利用する事はありません。,2023-04-08,写真 イメージ 写真 上手 付き 川 沿い 和室 家族 人 残念 和室 障子 写真 掲載 そこ 洗面 シルバー 扉 先 洗い場 付き 隙間 木 浴槽 内風呂 感じ 内風呂 場所 浴槽 泡 汚れ 気 浴槽 お湯 前 角 隅 黒ずみ 汚れ 物 窓 景色 対岸 ホテル 枯れ草 だらけ 川 掃除 不行き届き 気 感じ トイレ 場所 入口 靴 場 画 スリッパ 回 トイレ 面倒 まんじゅう 用意 位 接客 事 丁寧 印象 ロビー ライブラリー 内容 数 共 期待 売店 簡単 土産 アイス 階 休憩 スペース 自販機 朝食 種類 多く バランス 味 朝食 以外 残念 満足 私 事
